state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
NE,Nebraska,2020-04-05,14,225,287,4,100,3379,110,0,0,363,8,5921,,18.7654311,.4135632,306.0884777,-999999.0000000
NH,New Hampshire,2020-04-05,14,353,167,5,150,3282,-2,50,66,621,9,8761,86,45.6714699,.6619054,644.3280962,6.3248734
NJ,New Jersey,2020-04-05,14,23000,134,867,413,44846,55,0,0,37505,1184,82166,,422.2494678,13.3300459,925.0646518,-999999.0000000
NM,New Mexico,2020-04-05,14,304,126,9,800,6245,12,0,0,543,11,16828,,25.8962462,.5246017,802.5451765,-999999.0000000
NV,Nevada,2020-04-05,14,1121,125,45,125,7641,27,0,0,1836,76,16831,,59.6073705,2.4674075,546.4333625,-999999.0000000
NY,New York,2020-04-05,14,61386,46,2837,314,127687,15,19017,113,122031,4159,302280,32293,627.2938924,21.3791192,1553.8543303,166.0004562
OH,Ohio,2020-04-05,14,2333,101,77,250,21453,7,662,131,4043,119,43756,1104,34.5877784,1.0180424,374.3316423,9.4446963
OK,Oklahoma,2020-04-05,14,782,141,27,92,964,2,190,63,1252,46,2653,330,31.6403633,1.1625054,67.0462331,8.3397124
OR,Oregon,2020-04-05,14,520,42,13,30,7362,-8,122,4,1068,27,20624,258,25.3216357,.6401537,488.9825990,6.1170244
PA,Pennsylvania,2020-04-05,14,7266,205,102,218,42025,76,688,117,11510,150,77771,1072,89.9079042,1.1716929,607.4915390,8.3736988
PR,Puerto Rico,2020-04-05,14,352,345,15,400,2218,228,0,0,475,20,3548,,,,,-999999.0000000
RI,Rhode Island,2020-04-05,14,656,192,17,0,3701,137,0,0,1150,25,7348,,108.5560069,2.3599132,693.6256857,-999999.0000000
SC,South Carolina,2020-04-05,14,1378,256,27,125,15367,897,139,36,2049,44,18976,241,39.7963453,.8545823,368.5580516,4.6807805
SD,South Dakota,2020-04-05,14,144,166,1,0,2564,31,19,0,240,2,5593,22,27.1290972,.2260758,632.2210027,2.4868339
TN,Tennessee,2020-04-05,14,1948,94,37,516,23053,56,193,63,3633,44,45300,328,53.1670934,.6439175,662.9422871,4.8001119
TX,Texas,2020-04-05,14,4058,132,78,254,38491,105,0,0,6812,127,70938,,23.4929920,.4379932,244.6485416,-999999.0000000
UT,Utah,2020-04-05,14,826,77,6,200,16731,91,117,0,1605,8,30892,124,50.0630389,.2495354,963.5809328,3.8677986
VA,Virginia,2020-04-05,14,1668,184,35,133,13631,76,291,293,2637,51,32548,431,30.8944307,.5975032,381.3242054,5.0494879
VI,Virgin Islands,2020-04-05,14,18,12,0,0,96,-21,0,0,42,1,248,,,,,-999999.0000000
VT,Vermont,2020-04-05,14,278,52,8,-20,2328,1,27,50,543,22,6373,45,87.0207648,3.5257032,1021.3321068,7.2116656
WA,Washington,2020-04-05,14,2739,0,145,33,30203,0,0,0,8589,386,108393,,112.7921298,5.0690141,1423.4343148,-999999.0000000
WI,Wisconsin,2020-04-05,14,1342,63,43,377,9969,-12,588,0,2643,68,27812,624,45.3933870,1.1678965,477.6696481,10.7171674
WV,West Virginia,2020-04-05,14,186,118,2,0,5259,152,-1,0,324,3,8838,,18.0788741,.1673970,493.1515105,-999999.0000000
WY,Wyoming,2020-04-05,14,105,77,0,0,1575,43,9,-35,197,0,3237,23,34.0383476,.0000000,559.3001578,3.9740203
AK,Alaska,2020-04-12,15,86,0,3,0,1692,-45,15,36,272,8,8038,31,37.1815814,1.0935759,1098.7704106,4.2376067
AL,Alabama,2020-04-12,15,1611,82,48,20,10396,74,190,-10,3525,93,21583,437,71.8920457,1.8967263,440.1832686,8.9125742
AR,Arkansas,2020-04-12,15,483,42,10,11,8208,16,24,-77,1280,27,19722,130,42.4146529,.8946841,653.5170197,4.3077382
AS,American Samoa,2020-04-12,15,0,0,0,0,0,-100,0,0,0,,3,,,-999999.0000000,,-999999.0000000
AZ,Arizona,2020-04-12,15,1374,19,56,51,13370,-29,326,0,3539,115,42109,1074,48.6212062,1.5799488,578.5222863,14.7553477
CA,California,2020-04-12,15,8589,16,333,90,59519,-32,0,0,21794,651,190328,,55.1576154,1.6475914,481.6939811,-999999.0000000
CO,Colorado,2020-04-12,15,2337,-4,139,73,12031,8,489,-16,6893,274,38104,1376,119.6964056,4.7579886,661.6729782,23.8941323
CT,Connecticut,2020-04-12,15,6234,66,329,149,17802,50,0,0,12035,554,41220,,337.5604825,15.5387210,1156.1481586,-999999.0000000
DC,Washington DC,2020-04-12,15,876,46,26,52,3601,-8,0,0,1875,50,10640,,,,,-999999.0000000
DE,Delaware,2020-04-12,15,886,133,26,225,4636,-25,0,0,1479,48,11103,,151.8848509,4.9293258,1140.2146721,-999999.0000000
FL,Florida,2020-04-12,15,7383,0,247,80,70866,12,1199,28,19355,465,182753,2772,90.1165705,2.1650326,850.8950454,12.9063877
GA,Georgia,2020-04-12,15,5999,58,227,71,25421,66,1240,99,12452,433,54453,2505,117.2789292,4.0782024,512.8645623,23.5932957
GU,Guam,2020-04-12,15,40,5,1,-66,261,23,0,0,133,5,826,,,,,-999999.0000000
HI,Hawaii,2020-04-12,15,146,-26,5,66,4767,-28,25,150,486,8,18268,44,34.3251367,.5650228,1290.2296253,3.1076255
IA,Iowa,2020-04-12,15,724,48,20,81,6892,23,-153,-266,1587,41,17592,,50.2999933,1.2994957,557.5787542,-999999.0000000
ID,Idaho,2020-04-12,15,383,-51,15,150,4894,-7,66,78,1407,27,14308,131,78.7324468,1.5108572,800.6423941,7.3304552
IL,Illinois,2020-04-12,15,8823,28,434,121,38568,37,0,0,20852,720,100735,,164.5540921,5.6818984,794.9528327,-999999.0000000
IN,Indiana,2020-04-12,15,3482,27,214,151,18295,12,0,0,7928,343,55481,,117.7620633,5.0949026,824.1116339,-999999.0000000
KS,Kansas,2020-04-12,15,570,30,34,112,4765,30,121,-16,1337,56,13253,298,45.8927531,1.9222096,454.9114857,10.2289008
KY,Kentucky,2020-04-12,15,862,62,53,82,8716,-16,459,0,1840,94,24567,459,41.1847510,2.1040036,549.8835747,10.2738047
LA,Louisiana,2020-04-12,15,7518,-18,397,45,38417,15,0,0,20595,840,104045,,443.0181247,18.0692025,2238.1073457,-999999.0000000
MA,Massachusetts,2020-04-12,15,11129,48,642,176,49194,33,1137,11,25381,1056,139881,2514,365.2203618,15.1953312,2012.8201974,36.1752488
MD,Maryland,2020-04-12,15,4569,114,197,134,26085,62,888,49,8225,335,54664,1860,136.0475579,5.5411467,904.1828215,30.7657699
ME,Maine,2020-04-12,15,160,-34,9,0,160,-94,31,-62,633,19,6721,120,47.0907863,1.4134675,499.9955364,8.9271633
MI,Michigan,2020-04-12,15,7399,-15,1051,40,28435,-16,0,0,31666,2249,96221,,317.0767340,22.5195975,963.4762969,-999999.0000000
MN,Minnesota,2020-04-12,15,648,37,40,110,10859,11,160,30,1864,70,39894,361,33.0518020,1.2412157,707.3865813,6.4011269
MO,Missouri,2020-04-12,15,1733,19,85,507,13274,-5,0,0,4160,110,44241,,67.7808359,1.7922817,720.8394135,-999999.0000000
MP,Northern Mariana Islands,2020-04-12,15,3,-50,1,0,17,-10,0,0,11,2,38,,,,,-999999.0000000
MS,Mississippi,2020-04-12,15,1187,49,58,163,14686,336,92,-57,2781,96,21413,548,93.4429022,3.2256450,719.4868268,18.4130566
MT,Montana,2020-04-12,15,112,-17,1,-75,2404,-13,22,29,387,6,8913,47,36.2095777,.5613888,833.9430639,4.3975456
NC,North Carolina,2020-04-12,15,1910,30,56,180,21620,1,0,0,4520,81,62139,,43.0965274,.7723050,592.4723715,-999999.0000000
ND,North Dakota,2020-04-12,15,107,0,4,100,3691,12,6,-57,308,8,10407,39,40.4166590,1.0497834,1365.6369167,5.1176938
NE,Nebraska,2020-04-12,15,379,68,11,175,4606,36,0,0,791,17,10691,,40.8910633,.8788218,552.6755472,-999999.0000000
NH,New Hampshire,2020-04-12,15,345,-2,15,200,3056,-6,54,8,929,23,11713,146,68.3233422,1.6915359,861.4330545,10.7375759
NJ,New Jersey,2020-04-12,15,24027,4,1786,105,44837,0,0,0,61850,3084,126735,,696.3372772,34.7211667,1426.8440554,-999999.0000000
NM,New Mexico,2020-04-12,15,596,96,9,0,11466,83,0,0,1174,20,28692,,55.9893058,.9538212,1368.3519257,-999999.0000000
NV,Nevada,2020-04-12,15,958,-14,55,22,7424,-2,0,0,2836,128,24611,,92.0732586,4.1556337,799.0179718,-999999.0000000
NY,New York,2020-04-12,15,66754,8,5062,78,157359,23,18826,-1,188694,9385,461601,50919,969.9715132,48.2430954,2372.8354927,261.7464227
OH,Ohio,2020-04-12,15,2511,7,145,88,18600,-13,853,28,6604,253,63243,1948,56.4970785,2.1644096,541.0425097,16.6650983
OK,Oklahoma,2020-04-12,15,709,-9,52,92,20137,1988,130,-31,1970,96,22760,446,49.7855557,2.4260981,575.1874350,11.2712476
OR,Oregon,2020-04-12,15,372,-28,22,69,9690,31,99,-18,1527,52,29758,359,36.2042489,1.2328886,705.5442290,8.5116734
PA,Pennsylvania,2020-04-12,15,11638,60,358,250,50123,19,-1004,-245,22833,507,124890,,178.3550978,3.9603221,975.5515334,-999999.0000000
PR,Puerto Rico,2020-04-12,15,336,-4,24,60,3314,49,0,0,897,44,6716,,,,,-999999.0000000
RI,Rhode Island,2020-04-12,15,1885,187,39,129,12785,245,0,0,3142,63,21532,,296.5938901,5.9469812,2032.5460348,-999999.0000000
SC,South Carolina,2020-04-12,15,1290,-6,40,48,11779,-23,255,83,3319,82,31425,496,64.4626988,1.5926307,610.3465836,9.6334735
SD,South Dakota,2020-04-12,15,414,187,4,300,2780,8,14,-26,730,6,8553,43,82.5176707,.6782274,966.8132015,4.8606299
TN,Tennessee,2020-04-12,15,1793,-7,58,56,25437,10,245,26,5308,101,70677,567,77.6798600,1.4780832,1034.3216783,8.2977545
TX,Texas,2020-04-12,15,6451,58,149,91,56782,47,0,0,13484,271,124533,,46.5031568,.9346155,429.4851396,-999999.0000000
UT,Utah,2020-04-12,15,778,-5,10,66,14503,-13,73,-37,2303,18,44234,195,71.8350022,.5614546,1379.7435899,6.0824253
VA,Virginia,2020-04-12,15,2670,60,78,122,19836,45,-390,-234,5274,141,52556,,61.7888613,1.6519206,615.7329156,-999999.0000000
VI,Virgin Islands,2020-04-12,15,11,-38,1,0,126,31,0,0,51,1,350,,,,,-999999.0000000
VT,Vermont,2020-04-12,15,221,-20,5,-37,3042,30,-45,-266,754,27,9478,,120.8354634,4.3269994,1518.9370325,-999999.0000000
WA,Washington,2020-04-12,15,2150,-21,129,-11,29179,-3,0,0,10657,509,136957,,139.9494386,6.6842699,1798.5413584,-999999.0000000
WI,Wisconsin,2020-04-12,15,1346,0,81,88,12167,22,362,-38,3964,144,39880,974,68.0814931,2.4731925,684.9369181,16.7283992
WV,West Virginia,2020-04-12,15,295,58,3,50,7766,47,0,-100,611,8,16257,,34.0931854,.4463920,907.1242482,-999999.0000000
WY,Wyoming,2020-04-12,15,156,48,0,0,2409,52,14,55,364,0,5562,40,62.8931904,.0000000,961.0217724,6.9113396
AK,Alaska,2020-04-19,16,57,-33,1,-66,1923,13,5,-66,319,9,9895,36,43.6063400,1.2302729,1352.6167221,4.9210917
AL,Alabama,2020-04-19,16,1464,-9,55,14,21289,104,218,14,4837,154,45712,641,98.6501631,3.1408156,932.2919694,13.0731351
AR,Arkansas,2020-04-19,16,513,6,14,40,5563,-32,161,570,1781,40,24209,291,59.0160132,1.3254579,802.2002601,9.6427063
AS,American Samoa,2020-04-19,16,0,0,0,0,0,0,0,0,0,,3,,,-999999.0000000,,-999999.0000000
AZ,Arizona,2020-04-19,16,1326,-3,69,23,10515,-21,304,-6,4929,184,52990,1387,67.7179783,2.5279180,728.0129177,19.0555561
CA,California,2020-04-19,16,8348,-2,463,39,86447,45,0,0,30333,1166,280900,,76.7686495,2.9509856,710.9192515,-999999.0000000
CO,Colorado,2020-04-19,16,2537,8,141,1,12242,1,443,-9,9433,411,49465,1797,163.8033068,7.1369828,858.9558542,31.2047644
CT,Connecticut,2020-04-19,16,5299,-14,542,64,15631,-12,0,0,17550,1086,58213,,492.2464867,30.4603809,1632.7717797,-999999.0000000
DC,Washington DC,2020-04-19,16,888,1,44,69,3229,-10,0,0,2793,96,13699,,,,,-999999.0000000
DE,Delaware,2020-04-19,16,844,-4,43,65,2914,-37,0,0,2538,90,14794,,260.6381012,9.2424859,1519.2592866,-999999.0000000
FL,Florida,2020-04-19,16,6775,-8,316,27,73594,3,1181,-1,25996,781,256079,3930,121.0369603,3.6363235,1192.2997288,18.2980172
GA,Georgia,2020-04-19,16,5510,-8,245,7,22493,-11,941,-24,18301,687,79933,3464,172.3676263,6.4704967,752.8474659,32.6256192
GU,Guam,2020-04-19,16,0,-100,0,-100,250,-4,0,0,133,5,1076,,,,,-999999.0000000
HI,Hawaii,2020-04-19,16,88,-39,1,-80,5899,23,5,-80,574,9,24096,51,40.5403878,.6356507,1701.8487547,3.6020205
IA,Iowa,2020-04-19,16,1003,38,40,100,5815,-15,0,-100,2902,75,24550,,91.9789418,2.3771263,778.1126885,-999999.0000000
ID,Idaho,2020-04-19,16,259,-32,18,20,3183,-34,23,-65,1668,44,17441,151,93.3373996,2.4621376,975.9577855,8.4496087
IL,Illinois,2020-04-19,16,9980,13,582,34,45255,17,0,0,30357,1290,143318,,239.5630431,10.1800680,1130.9976680,-999999.0000000
IN,Indiana,2020-04-19,16,3206,-7,215,0,23738,29,0,0,11210,562,79500,,166.5127055,8.3479162,1180.8885005,-999999.0000000
KS,Kansas,2020-04-19,16,522,-8,31,-8,5333,11,90,-25,1849,92,18130,390,63.4672404,3.1579157,622.3153426,13.3868165
KY,Kentucky,2020-04-19,16,829,-3,47,-11,6308,-27,549,19,2707,144,32225,1059,60.5908266,3.2231544,721.2927177,23.7036148
LA,Louisiana,2020-04-19,16,3566,-52,461,16,41084,6,0,0,23928,1296,135348,,514.7141388,27.8781981,2911.4647799,-999999.0000000
MA,Massachusetts,2020-04-19,16,14761,32,1037,61,65613,33,1221,7,39820,2146,207288,3789,572.9906153,30.8799061,2982.7744516,54.5218845
MD,Maryland,2020-04-19,16,4614,0,284,44,20761,-20,1048,18,12830,626,75989,2886,212.2176496,10.3545011,1256.9140279,47.7365656
ME,Maine,2020-04-19,16,231,44,13,44,8219,5036,22,-29,867,34,14943,136,64.4987547,2.5293629,1111.6550068,10.1174517
MI,Michigan,2020-04-19,16,6049,-18,1026,-2,30922,8,0,0,37557,3236,127315,,376.0642613,32.4025867,1274.8255032,-999999.0000000
MN,Minnesota,2020-04-19,16,982,51,57,42,9266,-14,221,38,2914,134,49202,574,51.6700380,2.3760416,872.4328112,10.1779691
MO,Missouri,2020-04-19,16,1493,-13,66,-22,12356,-6,0,0,5667,176,56834,,92.3350954,2.8676507,926.0230833,-999999.0000000
MP,Northern Mariana Islands,2020-04-19,16,3,0,0,-100,18,5,0,0,14,2,56,,,,,-999999.0000000
MS,Mississippi,2020-04-19,16,1332,12,59,1,17491,19,254,176,4274,159,39065,808,143.6084013,5.3424745,1312.6022924,27.1491784
MT,Montana,2020-04-19,16,49,-56,4,300,1988,-17,9,-59,433,10,10898,55,40.5135585,.9356480,1019.6691923,5.1460640
NC,North Carolina,2020-04-19,16,1828,-4,84,50,15818,-26,0,0,6493,172,78772,,61.9083524,1.6399564,751.0618717,-999999.0000000
ND,North Dakota,2020-04-19,16,235,119,2,-50,3314,-10,11,83,584,10,14257,51,76.6341846,1.3122292,1870.8451543,6.6923689
NE,Nebraska,2020-04-19,16,438,15,7,-36,3692,-19,0,0,1287,28,14575,,66.5319829,1.4474713,753.4604902,-999999.0000000
NH,New Hampshire,2020-04-19,16,402,16,15,0,2762,-9,56,3,1342,38,14701,192,98.6974438,2.7947115,1081.1856343,14.1206477
NJ,New Jersey,2020-04-19,16,23269,-3,2295,28,42343,-5,0,0,85301,5310,170688,,960.3600013,59.7825536,1921.6882323,-999999.0000000
NM,New Mexico,2020-04-19,16,620,4,32,255,8515,-25,242,0,1798,53,36632,258,85.7485279,2.5276262,1747.0189510,12.3042938
NV,Nevada,2020-04-19,16,926,-3,43,-21,7164,-3,0,0,3728,172,31598,,121.0328308,5.5841328,1025.8571319,-999999.0000000
NY,New York,2020-04-19,16,56274,-15,4735,-6,155552,-1,14806,-21,242786,13869,617555,64550,1248.0285743,71.2928600,3174.5087699,331.8158562
OH,Ohio,2020-04-19,16,3972,58,204,40,18570,0,660,-22,11602,471,87299,2565,99.2548614,4.0293949,746.8410742,21.9435200
OK,Oklahoma,2020-04-19,16,702,0,45,-13,12878,-36,95,-26,2599,140,35565,541,65.6815529,3.5380598,898.7935469,13.6720739
OR,Oregon,2020-04-19,16,473,27,24,9,10359,6,111,12,1910,74,39038,456,45.2849478,1.7544954,925.5674311,10.8114849
PA,Pennsylvania,2020-04-19,16,9414,-19,342,-4,33812,-32,0,-100,32284,1112,158854,,252.1795637,8.6861503,1240.8540579,-999999.0000000
PR,Puerto Rico,2020-04-19,16,330,-1,18,-25,2802,-15,0,0,1213,62,9493,,,,,-999999.0000000
RI,Rhode Island,2020-04-19,16,2015,6,94,141,14574,13,578,0,5207,164,35950,605,491.5227198,15.4810305,3393.5551715,57.1098993
SC,South Carolina,2020-04-19,16,1039,-19,39,-2,8740,-25,280,9,4377,120,40480,776,85.0115194,2.3306791,786.2157424,15.0717247
SD,South Dakota,2020-04-19,16,916,121,1,-75,3656,31,35,150,1635,7,12062,74,184.8169747,.7912653,1363.4632101,8.3648050
TN,Tennessee,2020-04-19,16,1648,-8,44,-24,23758,-6,163,-33,7070,148,97098,724,103.4658272,2.1659042,1420.9794745,10.5953690
TX,Texas,2020-04-19,16,5699,-11,199,33,55706,-1,0,0,18923,477,182710,,65.2609934,1.6450612,630.1239821,-999999.0000000
UT,Utah,2020-04-19,16,725,-6,7,-30,17398,19,61,-16,3069,27,63555,259,95.7280164,.8421820,1982.4027639,8.0787085
VA,Virginia,2020-04-19,16,2976,11,128,64,17769,-10,1296,-432,8537,277,70666,1422,100.0173510,3.2452625,827.9051338,16.6597954
VI,Virgin Islands,2020-04-19,16,2,-81,2,100,93,-26,0,0,53,3,601,,,,,-999999.0000000
VT,Vermont,2020-04-19,16,80,-63,13,160,3229,6,0,-100,817,38,12267,,130.9317953,6.0898509,1965.9000399,-999999.0000000
WA,Washington,2020-04-19,16,1925,-10,104,-19,27616,-5,0,0,12589,615,165059,,165.3207734,8.0762789,2167.5813436,-999999.0000000
WI,Wisconsin,2020-04-19,16,1191,-11,74,-8,10473,-13,226,-37,5176,220,50499,1190,88.8975298,3.7784885,867.3176888,20.4381879
WV,West Virginia,2020-04-19,16,208,-29,11,266,3988,-48,0,0,863,18,20031,,48.1545320,1.0043819,1117.7096522,-999999.0000000
WY,Wyoming,2020-04-19,16,79,-49,2,0,1098,-54,13,-7,426,2,7398,50,73.6057668,.3455670,1278.2522604,8.6391745
AK,Alaska,2020-04-26,17,25,-56,0,-100,6077,216,-36,-820,341,9,16177,,46.6136738,1.2302729,2211.3472172,-999999.0000000
AL,Alabama,2020-04-26,17,1482,1,66,20,28806,35,219,0,6270,216,73551,845,127.8760642,4.4052998,1500.0657736,17.2336961
AR,Arkansas,2020-04-26,17,1090,112,9,-35,13912,150,0,-100,2941,49,39469,291,97.4542924,1.6236859,1307.8624506,9.6427063
AS,American Samoa,2020-04-26,17,0,0,0,0,0,0,0,0,0,0,3,,,,,-999999.0000000
AZ,Arizona,2020-04-26,17,1561,17,89,28,11463,9,331,8,6526,275,64811,1716,89.6586582,3.7781384,890.4179129,23.5755834
CA,California,2020-04-26,17,12174,45,579,25,246369,184,0,0,42164,1710,526084,,106.7112827,4.3277747,1331.4462211,-999999.0000000
CO,Colorado,2020-04-26,17,3208,26,283,100,15680,28,611,37,12968,672,66507,2410,225.1883052,11.6692274,1154.8888506,41.8494614
CT,Connecticut,2020-04-26,17,7773,46,826,52,22140,41,0,0,25269,1924,79811,,708.7507962,53.9648000,2238.5575130,-999999.0000000
DC,Washington DC,2020-04-26,17,1033,16,74,68,4034,24,0,0,3841,178,18068,,,,,-999999.0000000
DE,Delaware,2020-04-26,17,1253,48,69,60,3681,26,0,0,4034,168,19249,,414.2687551,17.2526403,1976.7623367,-999999.0000000
FL,Florida,2020-04-26,17,5570,-17,321,1,86572,17,1203,1,31528,1094,344613,5155,146.7938638,5.0936465,1604.5126169,24.0015976
GA,Georgia,2020-04-26,17,5026,-8,231,-5,44806,99,906,-3,23401,912,123223,4359,220.4018809,8.5896549,1160.5735215,41.0551600
GU,Guam,2020-04-26,17,8,0,0,0,373,49,0,0,141,5,1528,,,,,-999999.0000000
HI,Hawaii,2020-04-26,17,48,-45,4,300,5411,-8,19,280,603,14,29182,68,42.5885956,.9887899,2061.0620169,4.8026940
IA,Iowa,2020-04-26,17,2579,157,38,-5,11403,96,0,0,5476,118,36090,,173.5619178,3.7400121,1143.8731946,-999999.0000000
ID,Idaho,2020-04-26,17,215,-16,11,-38,2534,-20,17,-26,1887,56,19498,169,105.5921301,3.1336297,1091.0627202,9.4568468
IL,Illinois,2020-04-26,17,12617,26,615,5,64213,41,0,0,43903,1933,214952,,346.4616490,15.2543190,1696.2992138,-999999.0000000
IN,Indiana,2020-04-26,17,3754,17,240,11,26929,13,0,0,15012,813,107168,,222.9873984,12.0762560,1591.8674066,-999999.0000000
KS,Kansas,2020-04-26,17,1266,142,31,0,7523,41,91,1,3174,118,26227,485,108.9480914,4.0503701,900.2462488,16.6477077
KY,Kentucky,2020-04-26,17,1257,51,63,34,14366,127,135,-75,3905,205,46558,1266,87.4056808,4.5885185,1042.1084981,28.3368993
LA,Louisiana,2020-04-26,17,2932,-17,377,-18,1003,-97,0,0,26773,1670,143036,,575.9128066,35.9232954,3076.8410044,-999999.0000000
MA,Massachusetts,2020-04-26,17,15821,7,894,-13,84373,28,1237,1,54938,2899,292273,5104,790.5313517,41.7152133,4205.6676571,73.4441010
MD,Maryland,2020-04-26,17,5458,18,366,28,25439,22,1003,-4,18581,1001,102977,3962,307.3434254,16.5572773,1703.3154252,65.5343981
ME,Maine,2020-04-26,17,143,-38,18,38,2851,-65,20,-9,1015,50,17799,159,75.5089227,3.7196514,1324.1214927,11.8284913
MI,Michigan,2020-04-26,17,6234,3,822,-19,48075,55,0,0,43789,4036,178220,,438.4662762,40.4131150,1784.5454281,-999999.0000000
MN,Minnesota,2020-04-26,17,2339,138,123,115,14139,52,236,6,5512,272,64673,829,97.7368736,4.8230097,1146.7592212,14.6995407
MO,Missouri,2020-04-26,17,1309,-12,98,48,15481,25,0,0,6997,274,72715,,114.0054107,4.4644108,1184.7796830,-999999.0000000
MP,Northern Mariana Islands,2020-04-26,17,0,-100,0,0,9,-50,0,0,14,2,65,,,,,-999999.0000000
MS,Mississippi,2020-04-26,17,1744,30,69,16,20192,15,214,-15,5911,227,60788,1001,198.6123679,7.6273063,2042.5052644,33.6340687
MT,Montana,2020-04-26,17,19,-61,4,0,1928,-3,6,-33,448,14,12862,61,41.9170305,1.3099072,1203.4304598,5.7074528
NC,North Carolina,2020-04-26,17,2483,35,125,48,29054,83,0,0,8830,299,107894,,84.1907826,2.8508544,1028.7293656,-999999.0000000
ND,North Dakota,2020-04-26,17,275,17,7,250,6968,110,23,109,867,17,21481,71,113.7702707,2.2307896,2818.7995202,9.3168272
NE,Nebraska,2020-04-26,17,1283,192,26,271,6296,70,0,0,2732,53,21228,,141.2318394,2.7398563,1097.3900025,-999999.0000000
NH,New Hampshire,2020-04-26,17,433,7,16,6,5468,97,34,-39,1787,60,20398,238,131.4249866,4.4127024,1500.1717277,17.5037195
NJ,New Jersey,2020-04-26,17,24103,3,2027,-11,51150,20,0,0,109038,7268,223144,,1227.6026520,81.8266666,2512.2633044,-999999.0000000
NM,New Mexico,2020-04-26,17,810,30,33,3,15897,86,170,-29,2660,93,53735,412,126.8582226,4.4352687,2562.6791694,19.6487172
NV,Nevada,2020-04-26,17,913,-1,61,41,6457,-9,0,0,4602,235,38186,,149.4080170,7.6294837,1239.7424027,-999999.0000000
NY,New York,2020-04-26,17,45411,-19,3237,-31,181036,16,9341,-36,288045,16966,805350,73540,1480.6800667,87.2128244,4139.8590212,378.0284751
OH,Ohio,2020-04-26,17,5365,35,260,27,32942,77,596,-9,15963,728,116386,3178,136.5631229,6.2280244,995.6797358,27.1877219
OK,Oklahoma,2020-04-26,17,623,-11,55,22,17548,36,96,1,3253,195,53144,653,82.2093465,4.9280119,1343.0474977,16.5025218
OR,Oregon,2020-04-26,17,409,-13,15,-37,9794,-5,87,-21,2311,91,48964,546,54.7924159,2.1575551,1160.9069034,12.9453306
PA,Pennsylvania,2020-04-26,17,8980,-4,701,104,38970,15,0,0,41165,1550,198593,,321.5515964,12.1074936,1551.2667602,-999999.0000000
PR,Puerto Rico,2020-04-26,17,189,-42,23,27,1447,-48,0,0,1371,84,10684,,,,,-999999.0000000
RI,Rhode Island,2020-04-26,17,2625,30,65,-30,18861,29,-2,-100,7769,226,55364,691,733.3666238,21.3336153,5226.1693606,65.2280007
SC,South Carolina,2020-04-26,17,1007,-3,47,20,10181,16,168,-40,5490,174,50761,944,106.6285678,3.3794847,985.8966725,18.3346754
SD,South Dakota,2020-04-26,17,605,-33,3,200,3936,7,60,71,2212,11,16274,135,250.0398459,1.2434170,1839.5788660,15.2601172
TN,Tennessee,2020-04-26,17,2427,47,33,-25,50820,113,102,-37,9667,181,147474,828,141.4715914,2.6488423,2158.2064206,12.1173557
TX,Texas,2020-04-26,17,5513,-3,170,-14,86577,55,0,0,24631,648,276021,,84.9465481,2.2348002,951.9317589,-999999.0000000
UT,Utah,2020-04-26,17,1017,40,16,128,30262,73,78,27,4123,41,95702,345,128.6043049,1.2788689,2985.1295619,10.7612140
VA,Virginia,2020-04-26,17,4313,44,178,39,23165,30,646,-50,12970,448,95186,2014,151.9532673,5.2486556,1115.1753045,23.5955189
VI,Virgin Islands,2020-04-26,17,2,0,0,-100,305,227,0,0,57,4,757,,,,,-999999.0000000
VT,Vermont,2020-04-26,17,39,-51,8,-38,2097,-35,0,0,855,46,14373,,137.0216462,7.3719248,2303.4059895,-999999.0000000
WA,Washington,2020-04-26,17,1773,-7,67,-35,31440,13,0,0,14379,738,196617,,188.8273414,9.6915347,2582.0060768,-999999.0000000
WI,Wisconsin,2020-04-26,17,1702,42,55,-25,14878,42,200,-11,6963,272,66198,1397,119.5891615,4.6715858,1136.9471942,23.9934021
