state,Pop,StateName,date,PositiveIncrease,PosIncAvg,DeathIncrease,DeathIncAvg,TotalTestResultsIncrease,TestIncAvg,HospitalizedIncrease,HospIncAvg
NV,3080156,Nevada,2020-03-10,0,.0324659,0,.0000000,0,.3246589,0,.0000000
NY,19453561,New York,2020-03-10,31,.0257022,0,.0000000,31,.0719663,0,.0000000
OH,11689100,Ohio,2020-03-10,0,.0427749,0,.0000000,3,.1112147,0,.0000000
OK,3956971,Oklahoma,2020-03-10,1,.1263593,0,.0000000,8,.3285341,0,.0000000
OR,4217737,Oregon,2020-03-10,1,.1185470,0,.0000000,49,.3793503,0,.0000000
PA,12801989,Pennsylvania,2020-03-10,2,.0390564,0,.0000000,2,.1171693,0,.0000000
RI,1059361,Rhode Island,2020-03-10,1,.4719826,0,.0000000,16,1.4159479,0,.0000000
SC,5148714,South Carolina,2020-03-10,0,.0971116,0,.0000000,0,.2913349,0,.0000000
SD,884659,South Dakota,2020-03-10,0,.0000000,0,.0000000,6,1.3564549,0,.0000000
TN,6833174,Tennessee,2020-03-10,4,.0146345,0,.0000000,4,.1756139,0,.0000000
TX,28995881,Texas,2020-03-10,1,.0034488,0,.0000000,1,.0379364,0,.0000000
UT,3205958,Utah,2020-03-10,1,.0311919,0,.0000000,1,.1247677,0,.0000000
VA,8535519,Virginia,2020-03-10,5,.0117157,0,.0000000,10,.0585787,0,.0000000
VT,623989,Vermont,2020-03-10,0,.1602592,0,.0000000,24,.9615554,0,.0000000
WA,7614893,Washington,2020-03-10,110,.2232467,2,.0000000,1813,3.4800226,0,.0000000
WI,5822434,Wisconsin,2020-03-10,1,.2919741,0,.0000000,1,4.5341862,0,.0000000
WV,1792147,West Virginia,2020-03-10,0,.8927839,0,.0000000,0,14.7309345,0,.0000000
WY,578759,Wyoming,2020-03-10,0,2.7645358,0,.0000000,0,45.6148414,0,.0000000
AK,731545,Alaska,2020-03-11,0,2.1871518,0,.0000000,23,36.4980965,0,.0000000
AL,4903185,Alabama,2020-03-11,0,.3059236,0,.0000000,10,5.4454401,0,.0000000
AR,3017825,Arkansas,2020-03-11,0,.4970467,0,.0000000,0,8.7148857,0,.0000000
AZ,7278717,Arizona,2020-03-11,3,.0000000,0,.0000000,11,.0824321,3,.0000000
CA,39512223,California,2020-03-11,24,.0075926,0,.0000000,250,.1062962,0,.0000000
CO,5758736,Colorado,2020-03-11,16,.1041895,0,.0000000,0,.7293267,0,.0000000
CT,3565287,Connecticut,2020-03-11,1,.1682894,0,.0000000,18,1.2341222,0,.0000000
DC,705749,District of Columbia,2020-03-11,0,.8501606,0,.0000000,3,5.8094308,0,.0000000
DE,973764,Delaware,2020-03-11,1,.6161657,0,.0000000,1,4.1077715,0,.0000000
FL,21477737,Florida,2020-03-11,9,.0325919,2,.0000000,88,.2374552,0,.0000000
GA,10617423,Georgia,2020-03-11,5,.0376739,0,.0000000,5,.1506957,0,.0000000
HI,1415872,Hawaii,2020-03-11,0,.1412557,0,.0000000,3,1.2006735,0,.0000000
IA,3155070,Iowa,2020-03-11,5,.0633900,0,.0000000,19,.5388153,0,.0000000
ID,1787065,Idaho,2020-03-11,0,.1119153,0,.0000000,26,1.1191535,0,.0000000
IL,12671821,Illinois,2020-03-11,0,.0157831,0,.0000000,0,.1578305,0,.0000000
IN,6732219,Indiana,2020-03-11,4,.0445618,0,.0000000,58,.4159104,0,.0000000
KS,2913314,Kansas,2020-03-11,0,.0686503,0,.0000000,24,.6521782,0,.0000000
KY,4467673,Kentucky,2020-03-11,2,.0223830,0,.0000000,20,.4700434,0,.0000000
LA,4648794,Louisiana,2020-03-11,5,.0430219,0,.0000000,31,.5377739,0,.0000000
MA,6949503,Massachusetts,2020-03-11,0,.0143895,0,.0000000,182,.6906969,0,.0000000
MD,6045680,Maryland,2020-03-11,3,.0330815,0,.0000000,0,.7443331,0,.0000000
ME,1344212,Maine,2020-03-11,0,.1487861,0,.0000000,22,3.5708653,0,.0000000
MI,9986857,Michigan,2020-03-11,199,.2903816,0,.0000000,217,.7009212,0,.0000000
MN,5639632,Minnesota,2020-03-11,10,.5496813,0,.0000000,95,1.4362639,0,.0000000
MO,6137428,Missouri,2020-03-11,0,.5050976,0,.0000000,12,1.2871841,0,.0000000
MS,2976149,Mississippi,2020-03-11,0,1.0080140,0,.0000000,20,2.6208365,0,.0000000
MT,1068778,Montana,2020-03-11,0,2.8069440,0,.0000000,6,4.9589344,0,.0000000
NC,10488084,North Carolina,2020-03-11,0,.2765043,0,.0000000,0,.5053354,0,.0000000
ND,762062,North Dakota,2020-03-11,0,3.8054646,0,.0000000,2,6.5611459,0,.0000000
NE,1934408,Nebraska,2020-03-11,2,.0516954,0,.0000000,2,.9822126,0,.0000000
NH,1359711,New Hampshire,2020-03-11,0,.0000000,0,.0000000,44,.8825405,0,.0000000
NJ,8882190,New Jersey,2020-03-11,9,.0112585,1,.0000000,22,.1463603,0,.0000000
NM,2096829,New Mexico,2020-03-11,3,.0953821,0,.0000000,21,.6199838,0,.0000000
NV,3080156,Nevada,2020-03-11,4,.0649318,0,.0000000,158,1.1363061,0,.0000000
NY,19453561,New York,2020-03-11,43,.0411236,0,.0000000,43,.2107583,0,.0000000
OH,11689100,Ohio,2020-03-11,1,.0684398,0,.0000000,8,.3593091,0,.0000000
OK,3956971,Oklahoma,2020-03-11,0,.2021748,0,.0000000,0,1.0614179,0,.0000000
OR,4217737,Oregon,2020-03-11,4,.2133846,0,.0000000,77,1.1143416,0,.0000000
PA,12801989,Pennsylvania,2020-03-11,4,.0624903,0,.0000000,92,.4452433,0,.0000000
RI,1059361,Rhode Island,2020-03-11,0,.7551722,0,.0000000,27,5.3806021,0,.0000000
SC,5148714,South Carolina,2020-03-11,2,.1359563,0,.0000000,10,.6992037,0,.0000000
SD,884659,South Dakota,2020-03-11,5,.2260758,0,.0000000,7,3.5041751,0,.0000000
TN,6833174,Tennessee,2020-03-11,0,.0292690,0,.0000000,50,.5414760,0,.0000000
TX,28995881,Texas,2020-03-11,8,.0103463,0,.0000000,8,.1310531,0,.0000000
UT,3205958,Utah,2020-03-11,0,.0623838,0,.0000000,0,.8421820,0,.0000000
VA,8535519,Virginia,2020-03-11,1,.0234315,0,.0000000,11,.1874520,0,.0000000
VT,623989,Vermont,2020-03-11,1,.3205185,0,.0000000,32,2.5641478,0,.0000000
WA,7614893,Washington,2020-03-11,134,.2757754,3,.0000000,2319,4.5437277,0,.0000000
WI,5822434,Wisconsin,2020-03-11,1,.3434990,0,.0000000,8,5.9425319,0,.0000000
WV,1792147,West Virginia,2020-03-11,0,1.1159799,0,.0000000,1,18.9158590,0,.0000000
WY,578759,Wyoming,2020-03-11,0,3.2828863,0,.0000000,0,58.4008197,0,.0000000
AK,731545,Alaska,2020-03-12,0,2.5972428,0,.0000000,0,46.2035828,0,.0000000
AL,4903185,Alabama,2020-03-12,0,.3875032,0,.0000000,0,6.8730835,0,.0000000
AR,3017825,Arkansas,2020-03-12,6,.6627290,0,.0000000,18,11.1007099,0,.0000000
AZ,7278717,Arizona,2020-03-12,0,.0137387,0,.0000000,23,.0961708,5,.0000000
CA,39512223,California,2020-03-12,45,.0177160,4,.0000000,45,.0303703,0,.0000000
CO,5758736,Colorado,2020-03-12,17,.1562843,0,.0000000,70,.3820283,0,.0000000
CT,3565287,Connecticut,2020-03-12,3,.2804823,0,.0000000,21,.7012058,0,.0000000
DC,705749,District of Columbia,2020-03-12,5,1.4169343,0,.0000000,5,3.6840293,0,.0000000
DE,973764,Delaware,2020-03-12,3,1.1296372,0,.0000000,9,2.5673572,0,.0000000
FL,21477737,Florida,2020-03-12,4,.0512158,0,.0000000,4,.1024316,0,.0000000
GA,10617423,Georgia,2020-03-12,9,.0565109,0,.0000000,9,.1601142,0,.0000000
HI,1415872,Hawaii,2020-03-12,0,.2825114,0,.0000000,1,.4943950,0,.0000000
IA,3155070,Iowa,2020-03-12,1,.0950851,0,.0000000,22,.2218651,0,.0000000
ID,1787065,Idaho,2020-03-12,0,.1678730,0,.0000000,26,.5595767,0,.0000000
IL,12671821,Illinois,2020-03-12,6,.0236746,0,.0000000,28,.1104814,0,.0000000
IN,6732219,Indiana,2020-03-12,2,.0445618,0,.0000000,68,.3267868,0,.0000000
KS,2913314,Kansas,2020-03-12,3,.1029755,0,.0000000,3,.7551538,0,.0000000
KY,4467673,Kentucky,2020-03-12,0,.0223830,0,.0000000,10,.4924264,0,.0000000
LA,4648794,Louisiana,2020-03-12,8,.0430219,0,.0000000,8,.4947520,0,.0000000
MA,6949503,Massachusetts,2020-03-12,8,.0431686,0,.0000000,432,1.1799405,0,.0000000
MD,6045680,Maryland,2020-03-12,3,.0661629,0,.0000000,0,1.2901774,0,.0000000
ME,1344212,Maine,2020-03-12,1,.2231791,0,.0000000,24,5.7282631,0,.0000000
MI,9986857,Michigan,2020-03-12,270,.4105396,0,.0000000,304,1.1114608,0,.0000000
MN,5639632,Minnesota,2020-03-12,22,.7801928,0,.0000000,112,2.2519200,0,.0000000
MO,6137428,Missouri,2020-03-12,0,.7169127,0,.0000000,11,2.0692707,0,.0000000
MS,2976149,Mississippi,2020-03-12,1,1.4448201,0,.0000000,22,4.3344604,0,.0000000
MT,1068778,Montana,2020-03-12,1,3.9297216,0,.0000000,14,6.4559712,0,.0000000
NC,10488084,North Carolina,2020-03-12,5,.4004545,0,.0000000,65,.7437011,0,.0000000
ND,762062,North Dakota,2020-03-12,1,5.5113626,0,.0000000,8,9.9729418,0,.0000000
NE,1934408,Nebraska,2020-03-12,5,.2584770,0,.0000000,38,1.9644253,0,.0000000
NH,1359711,New Hampshire,2020-03-12,2,.1470901,0,.0000000,42,2.0592611,0,.0000000
NJ,8882190,New Jersey,2020-03-12,6,.0337755,0,.0000000,23,.3377545,0,.0000000
NM,2096829,New Mexico,2020-03-12,2,.1430732,0,.0000000,70,1.7645693,0,.0000000
NV,3080156,Nevada,2020-03-12,3,.0973977,0,.0000000,3,1.1363061,0,.0000000
NY,19453561,New York,2020-03-12,0,.0102809,0,.0000000,0,.1336516,0,.0000000
OH,11689100,Ohio,2020-03-12,1,.0171100,0,.0000000,10,.2224294,0,.0000000
OK,3956971,Oklahoma,2020-03-12,1,.0505437,0,.0000000,22,.6065245,0,.0000000
OR,4217737,Oregon,2020-03-12,0,.0237094,0,.0000000,0,.4267691,0,.0000000
PA,12801989,Pennsylvania,2020-03-12,6,.0078113,0,.0000000,34,.1484144,0,.0000000
RI,1059361,Rhode Island,2020-03-12,8,.1887931,0,.0000000,34,1.3215514,0,.0000000
SC,5148714,South Carolina,2020-03-12,1,.0388447,0,.0000000,17,.3107572,0,.0000000
SD,884659,South Dakota,2020-03-12,3,.2260758,0,.0000000,17,2.1477202,0,.0000000
TN,6833174,Tennessee,2020-03-12,11,.0585380,0,.0000000,40,.3365932,0,.0000000
TX,28995881,Texas,2020-03-12,2,.0137951,0,.0000000,2,.0689753,0,.0000000
UT,3205958,Utah,2020-03-12,2,.1247677,0,.0000000,133,1.2164851,0,.0000000
VA,8535519,Virginia,2020-03-12,8,.0585787,0,.0000000,32,.4569142,0,.0000000
VT,623989,Vermont,2020-03-12,0,.4807777,0,.0000000,45,6.4103694,0,.0000000
WA,7614893,Washington,2020-03-12,179,.3808327,4,.0000000,3809,7.6429176,0,.0000000
WI,5822434,Wisconsin,2020-03-12,6,.4980735,0,.0000000,47,10.0645194,0,.0000000
WV,1792147,West Virginia,2020-03-12,0,1.5623718,0,.0000000,4,32.4192156,0,.0000000
WY,578759,Wyoming,2020-03-12,1,4.8379377,0,.0000000,1,100.3872078,0,.0000000
AK,731545,Alaska,2020-03-13,1,3.6908187,0,.0000000,14,77.0971027,0,.0000000
AL,4903185,Alabama,2020-03-13,1,.5302676,0,.0000000,2,11.4211477,0,.0000000
AR,3017825,Arkansas,2020-03-13,3,.8946841,0,.0000000,9,18.3907284,0,.0000000
AZ,7278717,Arizona,2020-03-13,0,.0137387,0,.0000000,12,.1648642,6,.0000000
CA,39512223,California,2020-03-13,0,.0000000,0,.0000000,0,.0151852,0,.0000000
CO,5758736,Colorado,2020-03-13,27,.0694597,0,.0000000,128,.3993932,0,.0000000
CT,3565287,Connecticut,2020-03-13,0,.1121929,0,.0000000,10,.7012058,0,.0000000
DC,705749,District of Columbia,2020-03-13,0,.5667737,0,.0000000,0,3.2589490,0,.0000000
DE,973764,Delaware,2020-03-13,0,.3080829,0,.0000000,7,2.2592743,0,.0000000
FL,21477737,Florida,2020-03-13,18,.0279359,0,.0000000,195,.2234872,0,.0000000
GA,10617423,Georgia,2020-03-13,11,.0753479,1,.0000000,11,.4709241,0,.0000000
HI,1415872,Hawaii,2020-03-13,0,.2825114,0,.0000000,5,2.2600913,0,.0000000
IA,3155070,Iowa,2020-03-13,2,.1267801,0,.0000000,18,1.0459356,0,.0000000
ID,1787065,Idaho,2020-03-13,0,.2238307,0,.0000000,38,2.1823493,0,.0000000
IL,12671821,Illinois,2020-03-13,7,.0394576,0,.0000000,35,.3472271,0,.0000000
IN,6732219,Indiana,2020-03-13,0,.0742697,0,.0000000,210,1.0843379,0,.0000000
KS,2913314,Kansas,2020-03-13,2,.1029755,0,.0000000,54,1.8192340,0,.0000000
KY,4467673,Kentucky,2020-03-13,3,.0447660,0,.0000000,54,1.3205980,0,.0000000
LA,4648794,Louisiana,2020-03-13,22,.1075548,0,.0000000,22,1.3121683,0,.0000000
MA,6949503,Massachusetts,2020-03-13,15,.1007266,0,.0000000,985,2.8635141,0,.0000000
MD,6045680,Maryland,2020-03-13,5,.1157852,0,.0000000,0,3.2089029,0,.0000000
ME,1344212,Maine,2020-03-13,2,.5207512,0,.0000000,28,14.3578543,0,.0000000
MI,9986857,Michigan,2020-03-13,364,.5907765,0,.0000000,406,2.2129084,0,.0000000
MN,5639632,Minnesota,2020-03-13,19,1.0816309,0,.0000000,253,4.4151817,0,.0000000
MO,6137428,Missouri,2020-03-13,1,.9939017,0,.0000000,22,3.9919002,0,.0000000
MS,2976149,Mississippi,2020-03-13,3,1.9488272,0,.0000000,3,8.1313133,0,.0000000
MT,1068778,Montana,2020-03-13,0,5.2396288,0,.0000000,21,9.7307392,0,.0000000
NC,10488084,North Carolina,2020-03-13,3,.5339393,0,.0000000,29,1.0297400,0,.0000000
ND,762062,North Dakota,2020-03-13,0,7.2172605,0,.0000000,12,13.9096294,0,.0000000
NE,1934408,Nebraska,2020-03-13,3,.2067816,0,.0000000,3,2.5330747,0,.0000000
NH,1359711,New Hampshire,2020-03-13,0,.0735450,0,.0000000,45,1.3973558,0,.0000000
NJ,8882190,New Jersey,2020-03-13,20,.0450339,0,.0000000,43,.2476867,0,.0000000
NM,2096829,New Mexico,2020-03-13,5,.1907642,0,.0000000,40,1.2876587,0,.0000000
NV,3080156,Nevada,2020-03-13,10,.1623294,0,.0000000,10,.8441131,0,.0000000
NY,19453561,New York,2020-03-13,205,.1747752,0,.0000000,2892,2.2360945,0,.0000000
OH,11689100,Ohio,2020-03-13,8,.2994242,0,.0000000,28,3.7385256,0,.0000000
OK,3956971,Oklahoma,2020-03-13,0,.8845149,0,.0000000,0,11.0185291,0,.0000000
OR,4217737,Oregon,2020-03-13,11,.8772477,0,.0000000,62,10.4084252,0,.0000000
PA,12801989,Pennsylvania,2020-03-13,19,.2812063,0,.0000000,43,3.4291546,0,.0000000
RI,1059361,Rhode Island,2020-03-13,6,3.4926715,0,.0000000,51,41.5344722,0,.0000000
SC,5148714,South Carolina,2020-03-13,2,.6797814,0,.0000000,29,8.6040903,0,.0000000
SD,884659,South Dakota,2020-03-13,1,.6782274,0,.0000000,47,4.1824025,0,.0000000
TN,6833174,Tennessee,2020-03-13,8,.0878069,0,.0000000,45,.5707450,0,.0000000
TX,28995881,Texas,2020-03-13,16,.0310389,0,.0000000,16,.1413994,0,.0000000
UT,3205958,Utah,2020-03-13,2,.2183435,0,.0000000,2,1.0293335,0,.0000000
VA,8535519,Virginia,2020-03-13,13,.0702945,0,.0000000,85,.4569142,0,.0000000
VT,623989,Vermont,2020-03-13,3,.9615554,0,.0000000,90,7.0514064,0,.0000000
WA,7614893,Washington,2020-03-13,217,.4858900,3,.0000000,4326,8.6409619,0,.0000000
WI,5822434,Wisconsin,2020-03-13,14,.6698230,0,.0000000,99,11.4385152,0,.0000000
WV,1792147,West Virginia,2020-03-13,0,2.0645628,0,.0000000,10,36.8831351,0,.0000000
WY,578759,Wyoming,2020-03-13,0,6.0474222,0,.0000000,0,113.6915365,0,.0000000
AK,731545,Alaska,2020-03-14,0,4.7843947,0,.0000000,84,91.5869837,0,.0000000
AL,4903185,Alabama,2020-03-14,5,.6934268,0,.0000000,16,13.4606383,0,.0000000
AR,3017825,Arkansas,2020-03-14,3,1.1266392,0,.0000000,38,21.6381003,0,.0000000
AZ,7278717,Arizona,2020-03-14,3,.0412161,0,.0000000,30,.5358087,4,.0000000
CA,39512223,California,2020-03-14,50,.0202469,1,.0000000,50,.0809876,0,.0000000
CO,5758736,Colorado,2020-03-14,29,.2083791,1,.0000000,135,.8682461,0,.0000000
CT,3565287,Connecticut,2020-03-14,5,.3646270,0,.0000000,31,1.5146046,0,.0000000
DC,705749,District of Columbia,2020-03-14,0,1.8420147,0,.0000000,29,6.6595914,0,.0000000
DE,973764,Delaware,2020-03-14,2,1.2323314,0,.0000000,8,4.5185486,0,.0000000
FL,21477737,Florida,2020-03-14,27,.0744957,1,.0000000,27,.2048633,0,.0000000
GA,10617423,Georgia,2020-03-14,24,.1130218,0,.0000000,24,.3767393,0,.0000000
HI,1415872,Hawaii,2020-03-14,0,.5650228,0,.0000000,7,1.5538128,0,.0000000
IA,3155070,Iowa,2020-03-14,1,.2218651,0,.0000000,1,.5388153,0,.0000000
ID,1787065,Idaho,2020-03-14,2,.4476614,0,.0000000,45,1.1191535,0,.0000000
IL,12671821,Illinois,2020-03-14,14,.0789153,0,.0000000,36,.1657220,0,.0000000
IN,6732219,Indiana,2020-03-14,3,.1485394,0,.0000000,264,.8466748,0,.0000000
KS,2913314,Kansas,2020-03-14,0,.2059510,1,.0000000,0,1.8192340,0,.0000000
KY,4467673,Kentucky,2020-03-14,3,.0671491,1,.0000000,35,1.2310659,0,.0000000
LA,4648794,Louisiana,2020-03-14,15,.1075548,0,.0000000,87,1.4197231,0,.0000000
MA,6949503,Massachusetts,2020-03-14,15,.1007266,0,.0000000,935,2.8779036,0,.0000000
MD,6045680,Maryland,2020-03-14,9,.1323259,0,.0000000,0,3.1923621,0,.0000000
ME,1344212,Maine,2020-03-14,0,.4463582,0,.0000000,0,13.9858891,0,.0000000
MI,9986857,Michigan,2020-03-14,367,.5807633,0,.0000000,439,2.1328031,0,.0000000
MN,5639632,Minnesota,2020-03-14,28,1.0993625,0,.0000000,334,4.6279615,0,.0000000
MO,6137428,Missouri,2020-03-14,2,1.0101952,0,.0000000,28,4.2363022,0,.0000000
MS,2976149,Mississippi,2020-03-14,2,2.0160281,0,.0000000,45,8.5345189,0,.0000000
MT,1068778,Montana,2020-03-14,4,5.4267584,0,.0000000,52,11.9762944,0,.0000000
NC,10488084,North Carolina,2020-03-14,8,.5530085,0,.0000000,59,1.2967097,0,.0000000
ND,762062,North Dakota,2020-03-14,0,7.6109293,0,.0000000,21,18.2399857,0,.0000000
NE,1934408,Nebraska,2020-03-14,1,.3101724,0,.0000000,1,3.9805460,0,.0000000
NH,1359711,New Hampshire,2020-03-14,1,.1470901,0,.0000000,70,2.8682566,0,.0000000
NJ,8882190,New Jersey,2020-03-14,0,.0225170,0,.0000000,0,.3940470,0,.0000000
NM,2096829,New Mexico,2020-03-14,0,.0953821,0,.0000000,47,1.6691871,0,.0000000
NV,3080156,Nevada,2020-03-14,12,.0973977,0,.0000000,12,.9739766,0,.0000000
NY,19453561,New York,2020-03-14,103,.0822472,0,.0000000,103,.1850561,0,.0000000
OH,11689100,Ohio,2020-03-14,0,.1368797,0,.0000000,0,.2823143,0,.0000000
OK,3956971,Oklahoma,2020-03-14,1,.4043497,0,.0000000,1,.8339712,0,.0000000
OR,4217737,Oregon,2020-03-14,0,.3793503,0,.0000000,0,.5453161,0,.0000000
PA,12801989,Pennsylvania,2020-03-14,6,.1327919,0,.0000000,71,.2577724,0,.0000000
RI,1059361,Rhode Island,2020-03-14,0,1.6047410,0,.0000000,56,3.2094819,0,.0000000
SC,5148714,South Carolina,2020-03-14,1,.2913349,0,.0000000,36,.7380484,0,.0000000
SD,884659,South Dakota,2020-03-14,0,.1130379,0,.0000000,109,4.4084783,0,.0000000
TN,6833174,Tennessee,2020-03-14,6,.0292690,0,.0000000,20,.6000140,0,.0000000
TX,28995881,Texas,2020-03-14,12,.0103463,0,.0000000,12,.1482969,0,.0000000
UT,3205958,Utah,2020-03-14,0,.0935758,0,.0000000,0,1.3412528,0,.0000000
VA,8535519,Virginia,2020-03-14,0,.0234315,0,.0000000,79,.5154930,0,.0000000
VT,623989,Vermont,2020-03-14,3,.4807777,0,.0000000,112,8.3334802,0,.0000000
WA,7614893,Washington,2020-03-14,156,.3283040,4,.0000000,2376,5.0690141,0,.0000000
WI,5822434,Wisconsin,2020-03-14,0,.4293737,0,.0000000,0,6.3719056,0,.0000000
WV,1792147,West Virginia,2020-03-14,0,1.3391759,0,.0000000,9,20.5898288,0,.0000000
WY,578759,Wyoming,2020-03-14,1,3.8012368,0,.0000000,1,63.5843244,0,.0000000
AK,731545,Alaska,2020-03-15,0,3.0073338,0,.0000000,0,50.3044925,0,.0000000
AL,4903185,Alabama,2020-03-15,6,.4690829,0,.0000000,12,7.3013766,0,.0000000
AR,3017825,Arkansas,2020-03-15,4,.7621383,0,.0000000,42,11.5314838,0,.0000000
AZ,7278717,Arizona,2020-03-15,0,.0137387,0,.0000000,0,.1236482,10,.0137387
CA,39512223,California,2020-03-15,41,.0177160,0,.0000000,41,.0379629,0,.0025309
CO,5758736,Colorado,2020-03-15,30,.1910141,0,.0000000,192,.7119618,0,.0173649
CT,3565287,Connecticut,2020-03-15,9,.3365788,0,.0000000,9,1.1780258,0,.0280482
DC,705749,District of Columbia,2020-03-15,6,1.8420147,0,.0000000,36,6.6595914,0,.1416934
DE,973764,Delaware,2020-03-15,0,1.3350257,0,.0000000,0,4.5185486,0,.1026943
FL,21477737,Florida,2020-03-15,39,.0838077,1,.0000000,239,.3678227,0,.0000000
GA,10617423,Georgia,2020-03-15,33,.1601142,0,.0000000,33,.7252231,0,.0000000
HI,1415872,Hawaii,2020-03-15,0,.9181621,0,.0000000,31,3.8139041,0,.0000000
IA,3155070,Iowa,2020-03-15,1,.3803402,0,.0000000,1,1.6798359,0,.0000000
ID,1787065,Idaho,2020-03-15,3,.6155344,0,.0000000,3,2.7419260,0,.0000000
IL,12671821,Illinois,2020-03-15,18,.1025898,0,.0000000,151,.5129492,0,.0000000
IN,6732219,Indiana,2020-03-15,4,.2079552,0,.0000000,288,1.5745180,0,.0000000
KS,2913314,Kansas,2020-03-15,2,.2746014,0,.0000000,44,2.6773633,0,.0000000
KY,4467673,Kentucky,2020-03-15,2,.0895321,0,.0000000,2,1.6563432,0,.0000000
LA,4648794,Louisiana,2020-03-15,39,.1935986,2,.0000000,86,1.7638983,0,.0000000
MA,6949503,Massachusetts,2020-03-15,26,.1870637,0,.0000000,1084,3.3959263,0,.0000000
MD,6045680,Maryland,2020-03-15,5,.2150296,0,.0000000,0,3.9036138,0,.0000000
ME,1344212,Maine,2020-03-15,0,.8183233,0,.0000000,0,15.9201078,0,.0000000
MI,9986857,Michigan,2020-03-15,460,.7610002,0,.0000000,460,2.3931453,0,.0000000
MN,5639632,Minnesota,2020-03-15,38,1.4362639,0,.0000000,578,5.5854708,0,.0000000
MO,6137428,Missouri,2020-03-15,1,1.3197711,0,.0000000,73,5.2953778,0,.0000000
MS,2976149,Mississippi,2020-03-15,4,2.5536356,0,.0000000,4,10.5505470,0,.0000000
MT,1068778,Montana,2020-03-15,2,6.7366656,0,.0000000,2,14.8768032,0,.0000000
NC,10488084,North Carolina,2020-03-15,9,.6960280,0,.0000000,99,1.6494910,0,.0000000
ND,762062,North Dakota,2020-03-15,0,9.5792731,0,.0000000,24,23.2264566,0,.0000000
NE,1934408,Nebraska,2020-03-15,3,.4135632,0,.0000000,3,5.7381897,0,.0000000
NH,1359711,New Hampshire,2020-03-15,6,.2206351,0,.0000000,86,3.0153466,0,.0000000
NJ,8882190,New Jersey,2020-03-15,48,.1125848,1,.0000000,71,.4615979,0,.0000000
NM,2096829,New Mexico,2020-03-15,3,.4769106,0,.0000000,248,3.6245206,0,.0000000
NV,3080156,Nevada,2020-03-15,11,.3571248,1,.0000000,11,2.4998734,0,.0000000
NY,19453561,New York,2020-03-15,205,.2004774,3,.0000000,1969,1.7683138,0,.0000000
OH,11689100,Ohio,2020-03-15,23,.3593091,0,.0000000,112,3.0541273,0,.0000000
OK,3956971,Oklahoma,2020-03-15,5,1.0866898,0,.0000000,87,9.3253147,0,.0000000
OR,4217737,Oregon,2020-03-15,6,1.0195041,0,.0000000,89,8.7487674,0,.0000000
PA,12801989,Pennsylvania,2020-03-15,16,.2968289,0,.0000000,16,2.8198743,0,.0000000
RI,1059361,Rhode Island,2020-03-15,1,3.5870681,0,.0000000,90,32.0004229,0,.0000000
SC,5148714,South Carolina,2020-03-15,6,.7186260,0,.0000000,50,6.6812800,0,.0000000
SD,884659,South Dakota,2020-03-15,0,.9043032,0,.0000000,145,9.4951840,0,.0000000
TN,6833174,Tennessee,2020-03-15,7,.0731724,0,.0000000,34,1.0683176,0,.0000000
TX,28995881,Texas,2020-03-15,5,.0172438,0,.0000000,5,.2103747,0,.0000000
UT,3205958,Utah,2020-03-15,22,.2495354,0,.0000000,22,1.5907882,0,.0000000
VA,8535519,Virginia,2020-03-15,15,.0937260,1,.0000000,59,.6677977,0,.0000000
VT,623989,Vermont,2020-03-15,4,1.2820739,0,.0000000,77,8.9745172,0,.0000000
WA,7614893,Washington,2020-03-15,108,.3020397,6,.0131322,1743,3.9002518,0,.0000000
WI,5822434,Wisconsin,2020-03-15,14,.4293737,0,.0171749,158,5.1353094,0,.0000000
WV,1792147,West Virginia,2020-03-15,0,1.3391759,0,.0557990,12,16.5165023,0,.0000000
WY,578759,Wyoming,2020-03-15,1,3.9740203,0,.1727835,1,51.1439131,0,.0000000
AK,731545,Alaska,2020-03-16,0,2.7339398,0,.1366970,0,39.9155213,0,.0000000
AL,4903185,Alabama,2020-03-16,16,.4078981,0,.0000000,16,5.8329433,0,.0000000
AR,3017825,Arkansas,2020-03-16,6,.6627290,0,.0000000,35,9.2782053,0,.0000000
AZ,7278717,Arizona,2020-03-16,6,.0549547,0,.0000000,10,.1373868,6,.0000000
CA,39512223,California,2020-03-16,42,.0253086,1,.0000000,7107,2.5916031,0,.0000000
CO,5758736,Colorado,2020-03-16,0,.1736492,0,.0000000,179,18.2158029,0,.0000000
CT,3565287,Connecticut,2020-03-16,6,.2804823,0,.0000000,6,29.4506445,0,.0000000
DC,705749,District of Columbia,2020-03-16,1,1.1335475,0,.0000000,18,148.7781067,0,.0000000
DE,973764,Delaware,2020-03-16,2,.8215543,0,.0000000,2,107.6236131,0,.0000000
FL,21477737,Florida,2020-03-16,25,.0512158,0,.0000000,31,4.8934392,0,.0000000
GA,10617423,Georgia,2020-03-16,22,.0753479,0,.0000000,22,.3673208,0,.0000000
HI,1415872,Hawaii,2020-03-16,5,.5650228,0,.0000000,130,2.1894635,0,.0000000
IA,3155070,Iowa,2020-03-16,4,.2535601,0,.0000000,4,.9191555,0,.0000000
ID,1787065,Idaho,2020-03-16,0,.4476614,0,.0000000,91,2.2383069,0,.0000000
IL,12671821,Illinois,2020-03-16,29,.0946983,0,.0000000,512,.8838509,0,.0000000
IN,6732219,Indiana,2020-03-16,5,.1336855,1,.0000000,159,1.9458666,0,.0000000
